2330.000	0.344614349	3.931363798	2.2515		0.23463173	0.153774269
2330.125	0.337974420	5.114390922	2.3440		0.11680485	0.077327798
2330.250	0.336737750	4.852845044	2.4366		0.09293308	0.061639006
2330.375	0.338171155	5.023497106	2.5218		0.06761879	0.044752066
2330.500	0.340904050	5.196073415	2.5726		0.05521321	0.036390800
2330.625	0.343647008	5.200026075	2.5712		0.05806801	0.038113109
2330.750	0.347792968	5.168782456	2.5631		0.07027926	0.045836630
2330.875	0.351872916	5.131840893	2.5568		0.08456883	0.054811351
2331.000	0.354066462	5.024134536	2.5548		0.10403956	0.067202644
2331.125	0.352929154	4.913868919	2.5559		0.13147068	0.085070841
2331.250	0.349784676	4.863698923	2.5599		0.14032060	0.091238602
2331.375	0.345710574	4.819657664	2.5612		0.14123485	0.092408469
2331.500	0.342316021	4.781433228	2.5610		0.13678459	0.089961035
2331.625	0.339654796	4.761316535	2.5579		0.13104351	0.086533956
2331.750	0.337681596	4.761554493	2.5507		0.12718674	0.084238116
2331.875	0.336923688	4.761420639	2.5404		0.12519871	0.083016296
2332.000	0.336195925	4.761509874	2.5390		0.12541520	0.083251123
2332.125	0.334517849	4.761509874	2.5408		0.12381823	0.082398825
2332.250	0.332770532	4.762930652	2.5451		0.12092519	0.080684850
2332.375	0.332031604	4.765387398	2.5504		0.11808209	0.078875102
2332.500	0.333105727	4.767839223	2.5557		0.11680590	0.077897185
2332.625	0.335130114	4.770308501	2.5607		0.11845648	0.078758149
2332.750	0.337340226	4.767943612	2.5613		0.12391442	0.082113103
2332.875	0.338587963	4.761033991	2.5603		0.12993482	0.085940454
2333.000	0.339229624	4.754136955	2.5569		0.13530698	0.089406846
2333.125	0.339568194	4.747259872	2.5515		0.13911652	0.091876973
2333.250	0.339355052	4.741700242	2.5470		0.14021362	0.092631422
2333.375	0.338432429	4.739304688	2.5363		0.14111972	0.093360232
2333.500	0.337951553	4.736698130	2.5287		0.14040346	0.092953896
2333.625	0.337759813	4.734094437	2.5249		0.13963620	0.092472702
2333.750	0.337521467	4.731846093	2.5244		0.13923361	0.092239279
2333.875	0.336880005	4.715386798	2.5261		0.13986173	0.092745107
2334.000	0.335732809	4.712267442	2.5288		0.14264980	0.094757585
2334.125	0.334212229	4.716656128	2.5276		0.14597192	0.097186317
2334.250	0.333353492	4.741700242	2.5246		0.14670888	0.097802960
2334.375	0.332126395	4.772615967	2.5231		0.14415196	0.096275287
2334.500	0.330692013	4.801569383	2.5241		0.13864147	0.092793845
2334.625	0.330731049	4.791585577	2.5257		0.13312524	0.089096592
2334.750	0.330000000	4.759651498	2.5202		0.13853227	0.092816622
2334.875	0.330467863	4.731192563	2.5146		0.13576563	0.090899454
2335.000	0.332130872	4.712267442	2.5117		0.13057435	0.087206577
2335.125	0.334674641	4.735785776	2.5119		0.12348170	0.082155506
2335.250	0.337391767	4.763272955	2.5137		0.11723381	0.077680085
2335.375	0.338788643	4.791081077	2.5136		0.11802975	0.078042611
2335.500	0.336705880	4.801682817	2.5086		0.12727904	0.084423439
2335.625	0.334720101	4.790817574	2.5032		0.13396617	0.089124997
2335.750	0.333889720	4.772623438	2.4975		0.13750342	0.091592444
2335.875	0.333972963	4.750225902	2.4921		0.13966639	0.093021594
2336.000	0.333757220	4.730076841	2.4886		0.14308611	0.095330088
2336.125	0.332926060	4.709115842	2.4882		0.15195661	0.101366292
2336.250	0.333767288	4.702382806	2.4939		0.15364989	0.102366580
2336.375	0.334957626	4.720409753	2.5030		0.15078327	0.100277267
2336.500	0.336625819	4.751595519	2.5125		0.14619232	0.096980212
2336.625	0.339027274	4.749367517	2.5198		0.14302273	0.094534124
2336.750	0.341746011	4.735660722	2.5228		0.14042726	0.092436802
2336.875	0.342081106	4.722040130	2.5250		0.13804982	0.090825582
2337.000	0.340851308	4.708490391	2.5278		0.13492808	0.088937667
